"","college_Player","college_G","college_GS","college_MP","college_FG","college_FGA","college_FG.","college_2P","college_2PA","college_2P.","college_3P","college_3PA","college_3P.","college_FT","college_FTA","college_FT.","college_ORB","college_DRB","college_TRB","college_AST","college_STL","college_BLK","college_TOV","college_PF","college_PTS","college_Team","nba_G","nba_MP","nba_PER","nba_OWS","nba_DWS","nba_WS","nba_WS.48","nba_OBPM","nba_DBPM","nba_BPM","nba_VORP"
"426","Luguentz Dort",18,17,29.7,4.8,11.2,0.433,3.3,5.8,0.562,1.6,5.3,0.292,3.7,5.2,0.71,1.2,2.4,3.6,2.4,1.5,0.3,2.9,3.1,14.9,"arizona-state",44,1181.5,8.85,-0.25,0.9,0.55,0.03,-3.35,-0.25,-3.6,-0.5
"427","Luke Kennard",18,11,31.6,5.3,11.2,0.4745,3.3,6.2,0.5325,2.05,4.95,0.4125,3.45,4.1,0.8425,0.85,3,3.85,2.05,0.7,0.2,1.15,2.2,16.15,"duke",56.75,1263.5,12.775,1.4,1.025,2.425,0.09375,0.025,-0.6,-0.6,0.45
"428","Luke Kornet",17.75,9.5,25.15,3.025,7.225,0.40675,1.7,3.2,0.54,1.375,4.025,0.325,1.5,2,0.702,1.2,3.775,4.975,1.15,0.475,1.7,1.1,2.025,8.925,"vanderbilt",27.3333333333333,394.166666666667,13.1166666666667,0.3,0.416666666666667,0.733333333333333,0.0843333333333333,-0.216666666666667,0.833333333333333,0.566666666666667,0.283333333333333
"429","Maalik Wayns",16.5,13.5,32.3,4.9,11.8,0.411,3.35,7.45,0.4505,1.5,4.35,0.341,4.4,5.1,0.8615,0.5,2.7,3.25,4.25,1.05,0.05,3,2.9,15.6,"villanova",14,103.25,11.4,-0.225,0.075,-0.125,0.0785,-6.325,2.125,-4.15,-0.2
"430","Malachi Flynn",18,17.6666666666667,34.0333333333333,4.9,11.8,0.409,2.7,5.36666666666667,0.487,2.16666666666667,6.43333333333333,0.34,2.56666666666667,2.9,0.831,0.6,3.1,3.7,3.93333333333333,1.36666666666667,0.0333333333333333,1.96666666666667,1.73333333333333,14.5,"washington-state",47,928,10.9,0,0.8,0.8,0.041,-2.5,-0.2,-2.6,-0.1
"431","Malachi Richardson",18,18,36.1,4.3,11.1,0.392,1.9,5.2,0.366,2.4,5.9,0.415,2.8,4.1,0.699,0.2,3.8,4.1,2.8,1.2,0.2,2.1,2.3,13.9,"syracuse",19.2,189.8,6.54,-0.12,0.08,-0.04,-0.0036,-5.12,-1.7,-6.84,-0.18
"432","Malcolm Brogdon",17,13.75,31.525,4.75,10.4,0.452,3.375,6.8,0.49875,1.375,3.65,0.37375,2.875,3.25,0.85675,0.625,3.475,4.125,2.275,0.925,0.2,1.475,1.9,13.775,"virginia",59.4,1769.2,16.52,2.8,1.5,4.3,0.1162,1.44,-0.54,0.9,1.32
"433","Malcolm Delaney",16,16,38.8,5.6,13.8,0.407,3.1,7.6,0.405,2.6,6.3,0.41,4.9,5.6,0.867,0.8,2.9,3.6,3.9,1.8,0.1,2.6,3,18.7,"virginia-tech",63.5,1131,9.05,-0.4,0.95,0.55,0.026,-3.75,-0.35,-4.1,-0.6
"434","Malcolm Lee",18,18,35.5,4.4,10.2,0.429,3.1,5.7,0.539,1.3,4.6,0.293,3.7,4.4,0.848,0.6,1.9,2.4,2.2,0.6,0.3,1.7,2.4,13.8,"ucla",12,178,-0.199999999999999,0.0333333333333333,0.133333333333333,0.166666666666667,-0.148,-7.96666666666667,-2.96666666666667,-10.9,-0.0333333333333333
"435","Malcolm Miller",13.7142857142857,9.28571428571429,22.4285714285714,3.24285714285714,6.54285714285714,0.458428571428571,1.77142857142857,3.31428571428571,0.463285714285714,1.47142857142857,3.24285714285714,0.384142857142857,1.62857142857143,2.18571428571429,NA,0.785714285714286,3.62857142857143,4.4,1.1,0.642857142857143,0.871428571428571,1,1.7,9.54285714285714,"southern",17.6666666666667,118.333333333333,9.76666666666667,0.1,0.133333333333333,0.233333333333333,0.0996666666666667,-1.03333333333333,-0.2,-1.26666666666667,0
"436","Malcolm Thomas",16,16,31.4,4.2,8.4,0.5,4.1,7.8,0.524,0.1,0.6,0.2,2.9,4.4,0.671,3.2,6.1,9.3,1.9,0.4,2.3,2.2,2.1,11.4,"san-diego-state",7.5,56.125,8.725,-0.05,0.0625,0.0125,-0.001,-4.475,0.2125,-4.275,-0.05
"437","Malik Beasley",18,18,31.2,5.3,11.7,0.455,3.7,7.3,0.5,1.7,4.4,0.38,2.7,3.3,0.817,1.3,3.9,5.2,1.7,0.8,0.1,2.2,2.5,15.1,"florida-state",44.5714285714286,894.142857142857,12.9857142857143,0.671428571428571,0.571428571428571,1.25714285714286,0.0587142857142857,-0.228571428571429,-1.22857142857143,-1.45714285714286,0.2
"438","Malik Fitts",17,13,25.4,2.8,7.2,0.382,1.8,4.2,0.417,1,3,0.333,1.1,2.1,0.528,0.8,3.7,4.5,1.2,0.7,0.5,1.6,2.6,7.6,"south-florida",3,11,2.9,0,0,0,0.049,-7,-2.1,-9.1,0
"439","Malik Monk",18,17,34.2,6.6,14.9,0.444,3.8,8.2,0.459,2.8,6.7,0.425,5.1,6.1,0.844,0.3,2.3,2.6,2.5,1.2,0.4,2.3,1.7,21.2,"kentucky",58.25,1039.75,12.05,-0.075,0.575,0.5,0.0235,-0.875,-1.75,-2.625,-0.175
"440","Malik Newman",17.5,13,29.45,3.85,9.5,0.4025,1.9,4.45,0.4205,1.9,5,0.383,2.1,2.75,0.741,0.3,3.5,3.8,1.95,0.6,0.15,1.45,1.65,11.65,"mississippi-state",1,4,-11.4,0,0,0,-0.502,-14.5,-11.2,-25.7,0
"441","Mamadi Diakite",18.5,7.75,20.575,2.75,5.3,0.532,2.6,4.775,0.5605,0.15,0.525,NA,1.425,1.95,0.712,1.125,2.775,3.925,0.4,0.4,1.225,1.075,2.175,7.05,"virginia",14,141,12.3,0.1,0.2,0.3,0.102,-3.3,0.9,-2.4,0
"442","Mangok Mathiang",17.6666666666667,4.66666666666667,16.7333333333333,1.86666666666667,3.6,0.503,1.86666666666667,3.6,0.503,0,0,NA,0.933333333333333,1.36666666666667,0.700666666666667,1.96666666666667,2.33333333333333,4.3,0.4,0.466666666666667,1.1,0.866666666666667,2.26666666666667,4.7,"louisville",4,20,18,0,0,0.1,0.183,-3.3,-1.3,-4.6,0
"443","Marcus Banks",18,15,27.6,2.4,8.6,0.286,0.8,2.2,0.385,1.6,6.4,0.252,0.8,1.1,0.789,1.1,3.1,4.1,0.5,0.9,0.2,0.8,2.7,7.3,"western-carolina",3,22,6.8,0,0,0,0.011,-6.6,0.1,-6.5,0
"444","Marcus Derrickson",17.3333333333333,15,27.0666666666667,3.6,7.73333333333333,0.459333333333333,2.26666666666667,4.43333333333333,0.526333333333333,1.36666666666667,3.3,0.411666666666667,2.4,2.9,0.838666666666667,1.76666666666667,3.9,5.7,1.33333333333333,0.6,0.633333333333333,1.66666666666667,2.83333333333333,11,"georgetown",11,67,19.4,0.2,0,0.2,0.155,2.6,-5.3,-2.7,0
"445","Marcus Georges-Hunt",18,18,32.45,4.45,10.25,0.4285,3.5,7.575,0.45875,0.9,2.675,0.346,3.575,4.8,0.71625,1.475,3,4.4,2.325,0.825,0.2,1.85,2.45,13.3,"georgia-tech",23.5,136,8.55,0.15,0,0.15,0.078,-4.15,-0.7,-4.8,-0.1
"446","Marcus Morris",16,16,29.3,6.8,11.3,0.606,6.3,9.4,0.667,0.6,1.9,0.3,4.6,6.5,0.702,2.5,5.1,7.6,1.8,0.9,0.7,2.1,2.8,18.8,"kansas",57.3571428571429,1524.78571428571,12.3071428571429,1.37142857142857,1.44285714285714,2.80714285714286,0.0696428571428571,-0.85,-0.585714285714286,-1.44285714285714,0.557142857142857
"447","Marcus Paige",18,17.5,33.375,3.975,10.15,0.38625,2.025,4.625,0.428,1.95,5.525,0.3565,2.2,2.625,0.842,0.4,2.65,3.05,4.475,1.5,0.325,2,1.8,12.15,"north-carolina",5,28,9.1,0,0,0,-0.006,-5.6,-3.2,-8.8,0
"448","Marcus Smart",16.5,16,34.1,5,12.35,0.4105,3.7,7.75,0.481,1.3,4.5,0.2895,6.05,7.85,0.7705,1.6,4.5,6.05,4.5,2.95,0.45,2.8,3,17.45,"oklahoma-state",64.1428571428571,1884,12.2571428571429,0.971428571428571,2.45714285714286,3.42857142857143,0.0868571428571429,-1.38571428571429,1.12857142857143,-0.3,0.8
"449","Marcus Thornton",15.5,10.75,22.675,2.175,5.2,0.40775,1.95,4.7,0.39475,0.225,0.5,0.5605,1.775,2.75,0.5955,1.675,3.475,5.2,0.625,0.55,1.025,1.125,2.2,6.425,"georgia",44.2666666666667,984.866666666667,14.3,1.06,0.58,1.62666666666667,0.0683333333333333,0.526666666666667,-0.826666666666667,-0.293333333333333,0.486666666666667
"450","Marial Shayok",17.25,8.25,21.05,3.1,6.75,0.44375,2.15,4.425,0.475,0.9,2.325,0.38625,1.2,1.55,0.653,0.475,2.25,2.75,1.2,0.625,0.25,1.2,1.475,8.25,"virginia",4,28,1.4,-0.1,0,-0.1,-0.13,-9.3,-3.7,-13,-0.1
"451","Markel Brown",17.5,14.75,33.5,4.35,10,0.4345,3.025,6.425,0.47675,1.3,3.6,0.35025,3.6,4.9,0.7255,0.825,3.925,4.75,2.625,0.975,0.925,2.125,2.275,13.7,"oklahoma-state",37.6666666666667,598,6.4,-0.0333333333333333,0.366666666666667,0.366666666666667,-0.000333333333333334,-4.63333333333333,-0.8,-5.46666666666667,-0.166666666666667
"452","Markelle Fultz",13,13,37.3,8.7,19.2,0.454,6.4,13.1,0.488,2.3,6.1,0.38,4.5,7,0.648,1.2,4.2,5.3,5.5,1.4,1.1,3.5,2.5,24.2,"washington",28.25,722.75,12.3,-6.93889390390723e-18,0.725,0.775,0.02975,-3,-1.38777878078145e-17,-2.975,-0.025
"453","Markieff Morris",16,16,25.8,5.4,8.5,0.632,4.7,7,0.67,0.7,1.5,0.458,2.5,4,0.625,2.4,5.4,7.9,1.8,0.9,1.4,2.1,2.6,13.9,"kansas",54.875,1344.5,12.7,0.5125,1.39375,1.89375,0.063875,-1.6875,-0.13125,-1.8375,0.14375
"454","Markus Howard",17.75,17.5,31.075,7.125,16.15,0.4515,3.675,7.975,0.4635,3.475,8.175,0.43925,4.65,5.3,0.87075,0.475,2.875,3.325,3.125,0.95,0.075,3.2,2.55,22.325,"marquette",37,205,6.4,-0.4,0.1,-0.3,-0.068,-5.5,-3.2,-8.7,-0.3
"455","Marques Bolden",15,4.66666666666667,14,1.53333333333333,2.53333333333333,0.595333333333333,1.53333333333333,2.5,0.604333333333333,0,0.0666666666666667,NA,0.866666666666667,1.13333333333333,0.674333333333333,1.23333333333333,2,3.26666666666667,0.333333333333333,0.333333333333333,0.9,0.533333333333333,1.6,3.93333333333333,"duke",3.5,16,16.55,0,0,0,0.1725,-4.8,6.05,1.2,0
"456","Marquese Chriss",18,18,25.9,5.2,9.7,0.531,4.6,7.8,0.586,0.6,1.9,0.314,2.2,3.3,0.661,2.7,2.8,5.4,0.8,0.8,1.7,1.9,4.4,13.1,"washington",43,784.428571428571,11.1428571428571,0.0428571428571429,0.728571428571429,0.785714285714286,0.00742857142857143,-3.95714285714286,-0.614285714285714,-4.54285714285714,-0.142857142857143
"457","Marquis Teague",16,16,33.6,3.3,8.3,0.402,2.6,6.3,0.41,0.8,2,0.375,1.9,2.6,0.732,0.3,2.4,2.8,4.9,0.7,0.2,2.5,2,9.3,"kentucky",26.2,270.4,4.78,-0.56,0.26,-0.3,-0.0478,-6.2,-0.46,-6.7,-0.34
"458","Marshall Plumlee",16.5,4.5,14.225,1.175,1.875,0.51575,1.175,1.875,0.51575,0,0,NA,0.825,1.5,0.44875,1.675,2.15,3.825,0.425,0.35,0.55,0.525,1.5,3.15,"duke",14.5,111,10.9,0.05,0.05,0.2,0.0955,-3.75,-0.8,-4.55,-0.05
"459","Marvin Williams",13.6666666666667,7.66666666666667,21,3.2,6.06666666666667,0.516333333333333,3.2,5.96666666666667,0.523666666666667,0,0.1,NA,1.3,2,0.652333333333333,1.7,2.9,4.6,0.366666666666667,0.466666666666667,0.766666666666667,1.4,2.3,7.73333333333333,"louisiana-monroe",63.75,1652.58333333333,12.9833333333333,1.98333333333333,1.74166666666667,3.73333333333333,0.108833333333333,-0.308333333333333,0.45,0.141666666666667,0.916666666666667
"460","Mason Jones",18,15,32.25,5.45,12.9,0.417,3.1,6.25,0.4945,2.3,6.65,0.3475,5.75,7.25,0.794,0.5,3.55,4.05,3.25,1.15,0.15,2.45,2.75,18.95,"arkansas",21.3333333333333,222.666666666667,15.5666666666667,0,0.1,0.133333333333333,0.101666666666667,0.433333333333333,-0.8,-0.4,-0.0666666666666667
"461","Mason Plumlee",16.6666666666667,14.6666666666667,29.8333333333333,4,7.5,0.535,4,7.5,0.535,0,0,NA,2.76666666666667,4.63333333333333,0.568,2.76666666666667,6.36666666666667,9.13333333333333,1.66666666666667,0.866666666666667,1.53333333333333,2.16666666666667,2.8,10.7666666666667,"duke",66.9,1512.4,17.97,2.58,1.97,4.55,0.1433,-0.03,1.44,1.41,1.35
"462","Matisse Thybulle",18,18,30.75,3.35,7.775,0.43,1.85,3.75,0.49325,1.5,4.025,0.372,1.35,1.725,0.759,0.975,2.3,3.25,2.025,2.5,1.325,1.875,2.9,9.525,"washington",65,1292.5,10.05,0.2,2.35,2.55,0.094,-2.7,3.8,1.1,1.05
"463","Matt Costello",17.25,7.75,17.175,2.475,4.25,0.60725,2.45,4.175,0.61125,0.025,0.075,NA,1.35,1.95,0.732,1.875,3.025,4.95,0.775,0.5,1.125,0.65,2,6.35,"michigan-state",4,32,9.7,0,0.1,0.1,0.127,-6,5.3,-0.7,0
"464","Matt Mooney",16,12,28.825,5.2,11.425,0.448,3.425,6.85,0.4895,1.775,4.575,0.3855,2.5,3.425,0.7225,0.375,2.875,3.275,2.35,1.85,0.125,1.95,1.6,14.575,"texas-tech",4,19,8.1,0,0,0,0.007,-5.3,5,-0.4,0
"465","Matt Thomas",18,9.75,25.975,2.775,6.55,0.41475,0.85,1.825,0.46575,1.925,4.7,0.39425,1.075,1.325,0.7825,0.3,2.375,2.65,1.225,0.75,0.225,0.875,1.45,8.6,"iowa-state",32.75,273,10.275,0.15,0.275,0.4,0.0565,-1.75,-1.475,-3.225,-0.025
"466","Matt Williams",13.1666666666667,6.16666666666667,18.0333333333333,1.9,5.13333333333333,NA,0.5,1.11666666666667,NA,1.4,4.01666666666667,NA,0.583333333333333,0.783333333333333,NA,0.3,1.45,1.7,0.8,0.366666666666667,0.05,0.716666666666667,1.23333333333333,5.78333333333333,"davidson",3,11,-0.7,-0.1,0,0,-0.197,-7,-4.2,-11.2,0
"467","Maurice Ndour",17.5,16,33.1,5.2,10.55,0.492,4.4,8.75,0.5055,0.8,1.8,0.394,3.75,5.05,0.7455,1.8,5.45,7.3,1.4,0.85,1.95,2.95,2.45,14.9,"ohio",32,331,11.3,0.1,0.3,0.4,0.059,-2.9,0.1,-2.8,-0.1
"468","Max Strus",18,18,37.1,5.7,14.15,0.4,2.9,6.25,0.4625,2.8,7.9,0.3505,3.3,4,0.821,1.3,4.45,5.75,2.8,0.95,0.55,2.55,3,17.4,"depaul",20.5,256.5,21.4,0.3,0.15,0.45,0.202,2.6,-1.7,0.85,0
"469","Melvin Frazier",17.6666666666667,13.3333333333333,28.6666666666667,3.96666666666667,8.43333333333333,0.456333333333333,3.03333333333333,5.43333333333333,0.539,0.933333333333333,3,0.318333333333333,2,3.26666666666667,0.604666666666667,1.3,2.93333333333333,4.23333333333333,1.7,1.73333333333333,0.433333333333333,2.06666666666667,2.06666666666667,10.9333333333333,"tulane",14.5,85,5.5,-0.1,0.1,0.05,-0.038,-7.4,-1,-8.4,-0.05
"470","Meyers Leonard",18,9,20.8,2.85,5.35,0.4855,2.85,5.15,0.499,0,0.2,NA,1.8,2.45,0.756,1.35,3.35,4.7,0.65,0.2,0.95,1.65,2.35,7.5,"illinois",49.6666666666667,795.333333333333,11.9222222222222,1,0.733333333333333,1.73333333333333,0.107777777777778,-1.45555555555556,0.0777777777777778,-1.38888888888889,0.122222222222222
"471","Mfiondu Kabengele",18,0,18.3,3.25,6.7,0.468,2.7,5.2,0.5025,0.55,1.5,0.3455,2.75,3.95,0.669,2,3.45,5.45,0.3,0.6,1.15,0.95,2.2,9.75,"florida-state",22.5,156,10.7,-0.075,0.175,0.15,0.0505,-3.275,-0.075,-3.375,-0.075
"472","Michael Carter-Williams",15,9,22.4,2.6,6.1,0.529,1.9,4.1,0.5355,0.7,2,0.5045,1.85,2.45,0.721,0.9,1.9,2.8,3.5,1.65,0.25,1.65,1.6,7.8,"syracuse",40.4166666666667,1034.91666666667,13.4666666666667,-0.55,1.24166666666667,0.675,0.047,-2,1.04166666666667,-0.958333333333333,0.225
"473","Michael Frazier",15.3333333333333,8.33333333333333,26.1333333333333,3.13333333333333,7.03333333333333,0.454666666666667,0.666666666666667,1.53333333333333,0.402333333333333,2.5,5.5,0.467666666666667,1.6,1.76666666666667,0.866333333333333,0.6,2.93333333333333,3.5,1.36666666666667,0.9,0.0666666666666667,1.26666666666667,1.5,10.3666666666667,"florida",13,145,-0.9,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11,-0.3
"474","Michael Gbinije",15.5,9,23.35,2.925,6.725,0.36225,1.725,3.5,0.426,1.225,3.25,0.28575,1.675,2.575,0.7395,0.8,2.075,2.9,2.325,1.075,0.225,1.575,1.975,8.75,"syracuse",9,32,-2.1,-0.1,0,-0.1,-0.136,-9.2,-2.9,-12.1,-0.1
"475","Michael Kidd-Gilchrist",16,16,31.8,3.3,7.8,0.424,3.2,6.8,0.468,0.1,1,0.125,3.3,4.4,0.743,2.4,5.3,7.7,2.3,1.3,1,2.1,2.1,10,"kentucky",47.1,1125.9,11.01,0.91,1.17,2.08,0.0628,-3.06,-0.2,-3.27,0.00999999999999999
"476","Mikal Bridges",18,12,28.3333333333333,4,7.7,0.530333333333333,2.6,4,0.663666666666667,1.4,3.63333333333333,0.360333333333333,2.03333333333333,2.3,0.880666666666667,1.03333333333333,3.16666666666667,4.2,1.56666666666667,1.46666666666667,0.9,1.23333333333333,2.66666666666667,11.4666666666667,"villanova",75.6666666666667,2269,13.3666666666667,3.2,2.03333333333333,5.23333333333333,0.111666666666667,-0.0666666666666667,0.933333333333333,0.833333333333333,1.63333333333333
"477","Mike James",9.5,4.25,13.975,2.675,6.15,NA,2.075,4.3,NA,0.6,1.85,NA,1.35,2.15,NA,0.425,1.225,1.65,1.075,0.65,0.1,1.025,1.025,7.25,"monmouth",21.7142857142857,381.285714285714,9.74285714285714,-0.0428571428571429,0.214285714285714,0.157142857142857,-0.00257142857142857,-3.25714285714286,-1.21428571428571,-4.47142857142857,-0.0428571428571429
"478","Mike Muscala",14,13.3333333333333,29.6666666666667,6.26666666666667,12.1,0.520666666666667,6.1,11.6,0.526333333333333,0.166666666666667,0.5,0.387,5.16666666666667,6.33333333333333,0.813666666666667,2.53333333333333,7.1,9.6,1.96666666666667,0.433333333333333,2.3,1.7,2.5,17.9333333333333,"bucknell",45.3,740.8,13.21,0.91,0.78,1.71,0.1084,-0.67,-0.02,-0.7,0.31
"479","Mike Scott",13.8,13,32.62,5.78,11.64,0.4808,4.62,8.7,0.5026,1.14,2.96,0.4578,2.84,3.66,0.7716,1.5,4.9,6.38,2.98,0.82,0.42,2.02,1.66,15.54,"virginia",57.6363636363636,961.545454545455,11.2636363636364,0.745454545454545,0.909090909090909,1.68181818181818,0.0754545454545455,-1.39090909090909,-0.909090909090909,-2.29090909090909,0.0363636363636364
"480","Mike Tobey",16.75,6.25,16.9,2.775,5.425,0.5125,2.75,5.3,0.517,0.05,0.125,0.3125,0.975,1.425,0.7175,1.625,2.225,3.85,0.4,0.225,0.725,0.775,2.1,6.55,"virginia",2,25,-0.1,0,0,0,-0.07,-6.9,-2.7,-9.5,0
"481","Miles Bridges",17,16.5,31.85,5.85,12.3,0.471,3.7,7.15,0.5215,2.1,5.2,0.4025,2.9,3.55,0.8125,0.95,6.1,7.05,2.3,0.75,1.2,2.2,1.55,16.65,"michigan-state",70.3333333333333,1874.33333333333,13.3,1.36666666666667,1.56666666666667,2.9,0.0756666666666667,-0.733333333333333,-0.266666666666667,-1.03333333333333,0.433333333333333
"482","Miles Plumlee",16,6.5,19.55,1.95,3.75,0.503,1.95,3.75,0.503,0,0,NA,1,1.8,0.5615,2.8,3.75,6.5,0.55,0.55,0.5,1.1,2.45,4.9,"duke",42.1818181818182,666.909090909091,12.4727272727273,0.418181818181818,0.809090909090909,1.23636363636364,0.0784545454545455,-2.50909090909091,-0.109090909090909,-2.61818181818182,0.00909090909090909
"483","Milton Doyle",15.25,11.75,30.85,4.35,10.325,0.4195,3.325,6.9,0.48525,1.05,3.425,0.29425,2.825,4,0.685,0.625,3.4,4.025,3.8,1.275,0.7,3,2.425,12.55,"loyola-il",10,125,5.2,-0.3,0.1,-0.1,-0.052,-6.6,-0.2,-6.8,-0.1
"484","Mitch McGary",18,2,19.4,2.9,5.3,0.542,2.9,5.3,0.542,0,0,NA,0.4,1.1,0.4,2.2,2.8,5.1,0.6,1.1,0.8,1,2.3,6.2,"michigan",26,278.5,12,0.25,0.4,0.65,0.0545,-3.7,-0.9,-4.6,-0.05
"485","Miye Oni",14,13.3333333333333,31.9333333333333,5.23333333333333,12.0666666666667,0.438333333333333,3.5,6.93333333333333,0.512666666666667,1.73333333333333,5.13333333333333,0.341666666666667,2.83333333333333,3.66666666666667,0.777,0.8,5.4,6.23333333333333,3.33333333333333,0.933333333333333,1.1,2.53333333333333,2.66666666666667,15.1,"yale",32,314,8.05,0.1,0.4,0.5,0.072,-3.05,0.1,-3,-0.05
"486","Mo Williams",15.25,4.25,15.925,0.55,1.9,0.326,0.325,0.95,0.379,0.2,0.975,NA,0.825,1.15,0.6695,0.225,0.65,0.85,0.55,0.3,0.05,0.675,1.55,2.1,"army",46.5,1300.8,14.2,0.88,0.56,1.41,0.0535,0.47,-1.75,-1.31,0.21
"487","Monte Morris",18,16.25,36.2,4.55,9.7,0.46475,3.425,6.925,0.49775,1.15,2.75,0.3955,2.225,2.825,0.79675,0.85,3.025,3.85,5.7,1.55,0.25,1.15,1.575,12.45,"iowa-state",51.25,1206.75,18.05,2.3,0.925,3.275,0.1725,1.475,1.075,2.6,0.75
"488","Montrezl Harrell",18,12.6666666666667,27.7666666666667,5,8.73333333333333,0.562,4.86666666666667,8.4,0.569666666666667,0.133333333333333,0.333333333333333,NA,1.8,3.7,0.42,2.66666666666667,4.43333333333333,7.13333333333333,0.933333333333333,0.9,1.2,1.4,1.93333333333333,11.8666666666667,"louisville",64.5,1370.5,21.3,3.85,1.71666666666667,5.58333333333333,0.185166666666667,1.81666666666667,0.35,2.15,1.61666666666667
"489","Moritz Wagner",16,12,20.3666666666667,3.46666666666667,6.56666666666667,0.554666666666667,2.43333333333333,3.96666666666667,0.646,1.03333333333333,2.6,0.272333333333333,1.43333333333333,1.96666666666667,0.499666666666667,1.03333333333333,3.16666666666667,4.23333333333333,0.366666666666667,0.7,0.4,1.1,2.56666666666667,9.4,"michigan",29.6666666666667,454.166666666667,10.6,0.3,0.45,0.716666666666667,0.042,-3.83333333333333,-0.116666666666667,-3.93333333333333,-0.0833333333333333
"490","Moses Brown",17,16,24.6,3.8,6.5,0.586,3.8,6.5,0.586,0,0,NA,1.6,4.6,0.346,3.2,5.1,8.2,0.2,0.8,1.6,1.5,2.5,9.2,"ucla",26,476.5,12.75,0.6,0.65,1.3,0.0365,-4.75,-1.5,-6.2,-0.1
"491","Mychal Mulder",13.5,1,7.95,0.85,2.4,0.298,0.3,0.65,0.3895,0.55,1.75,0.2915,0.4,0.4,1,0.4,1,1.4,0.25,0.2,0.05,0.35,0.7,2.55,"kentucky",33.5,485,9.3,0.3,0.3,0.65,0.046,-1.9,-2.05,-3.9,-0.1
"492","Mychel Thompson",14,14,34.1,5.4,14.9,0.359,3.9,9.7,0.397,1.5,5.2,0.288,3.3,4.1,0.793,1.2,5.1,6.4,2.2,0.9,1,2.1,2.1,15.5,"pepperdine",5,95,2.2,-0.2,0,-0.2,-0.079,-5.9,-1.1,-7.1,-0.1
"493","Myke Henry",17,9,19.625,3,6.625,0.43075,2.4,4.8,0.5055,0.625,1.85,0.3185,1.075,1.5,0.7265,1.425,2.425,3.85,0.475,0.6,0.2,1.375,2.225,7.725,"illinois",20,378,9.7,-0.3,0.4,0.1,0.017,-3.1,1.8,-1.3,0.1
"494","Myles Turner",18,6,24.3,3.4,8.2,0.419,3,6.1,0.491,0.4,2.1,0.211,2.6,3.3,0.797,1.2,5.3,6.5,0.3,0.2,2.9,1.5,2.3,9.9,"texas",64.8333333333333,1857.33333333333,16.4333333333333,1.9,3.03333333333333,4.93333333333333,0.1245,-0.916666666666667,1.26666666666667,0.383333333333333,1.2
"495","Naji Marshall",17.6666666666667,16,32.8666666666667,5,11.4,0.449,3.63333333333333,7.3,0.509666666666667,1.33333333333333,4.1,0.329666666666667,2.86666666666667,3.93333333333333,0.747666666666667,1.1,4.56666666666667,5.73333333333333,3.03333333333333,1.06666666666667,0.266666666666667,2.9,2.46666666666667,14.2333333333333,"xavier",32,700,11.4,0.2,0.7,0.9,0.061,-2.1,0.8,-1.3,0.1
"496","Nassir Little",18,0,17.4,2.8,6.7,0.425,2.5,5.6,0.446,0.3,1.1,0.316,2.6,3.4,0.758,1.3,3.3,4.7,0.8,0.4,0.6,1.4,1.7,8.6,"north-carolina",48,606.5,10.6,0.6,0.25,0.85,0.0645,-2,-1.1,-3.1,-0.15
"497","Nate Darling",18,18,37.9,6.5,14.6,0.445,3.3,6.2,0.532,3.2,8.4,0.382,4.7,5.3,0.895,0.3,3.2,3.6,2.7,0.6,0.1,2.4,1.6,20.9,"delaware",7,26,8.2,0,0,0,0.038,-1.5,-2.5,-4,0
"498","Nate Hinton",18,9,24.65,3.05,7.1,0.4365,1.9,4.05,0.4745,1.15,3,0.386,1.75,2.1,0.832,2.05,4.5,6.5,1.75,1.3,0.1,1.15,1.85,9,"houston",21,93,10.4,-0.2,0.1,0,-0.015,-4.5,1,-3.4,0
"499","Nate Robinson",7.5,2.5,15.85,1.35,4.1,0.2785,0.85,2.65,0.2915,0.5,1.45,0.3225,1.45,1.95,0.75,0.25,1,1.25,0.3,0.35,0.15,0.45,1,4.6,"south-dakota",38.1,737.5,10.87,0.65,0.67,1.32,0.0485,-1.98,-0.77,-2.74,0.32
"500","Nate Wolters",17.3333333333333,17.3333333333333,35.3333333333333,7.46666666666667,15.8,0.472666666666667,5.9,11.5,0.516,1.56666666666667,4.3,0.349,5.26666666666667,6.5,0.808666666666667,0.966666666666667,4.1,5.06666666666667,5.86666666666667,1.63333333333333,0.2,2.16666666666667,1.66666666666667,21.7666666666667,"south-dakota-state",21,364.4,4.66,0,0.14,0.16,-0.0442,-5.68,-0.8,-6.5,-0.08
"501","Naz Reid",17,17,29,4.9,10.8,0.451,4.1,8.8,0.467,0.8,2,0.382,3.4,4.2,0.792,3.1,4.7,7.8,0.6,0.8,0.7,2.7,3.5,13.9,"louisiana-state",50,921,16.75,1.05,0.95,2,0.0935,-0.85,-0.25,-1.05,0.3
"502","Nerlens Noel",11,11,34.1,4,6.3,0.638,4,6.3,0.638,0,0,NA,2.6,5.1,0.518,2.5,7.2,9.6,1.5,1.5,5.5,2.1,2.1,10.6,"kentucky",52.8888888888889,1174.55555555556,18.1,1.18888888888889,2.24444444444444,3.41111111111111,0.156,-1.12222222222222,2.64444444444444,1.51111111111111,0.933333333333333
