"","college_Player","college_G","college_GS","college_MP","college_FG","college_FGA","college_FG.","college_2P","college_2PA","college_2P.","college_3P","college_3PA","college_3P.","college_FT","college_FTA","college_FT.","college_ORB","college_DRB","college_TRB","college_AST","college_STL","college_BLK","college_TOV","college_PF","college_PTS","college_Team","nba_G","nba_MP","nba_PER","nba_OWS","nba_DWS","nba_WS","nba_WS.48","nba_OBPM","nba_DBPM","nba_BPM","nba_VORP"
"349","Josh Green",16,16,30.9,3.8,9.1,0.414,2.9,6.6,0.434,0.9,2.4,0.359,2.3,3,0.75,1.4,2.8,4.2,2.8,1.4,0.6,1.6,2.7,10.6,"arizona",39,445,8.8,0.1,0.4,0.5,0.05,-3.7,0.1,-3.6,-0.2
"350","Josh Hall",15.6666666666667,5.33333333333333,20.3666666666667,1.73333333333333,4.16666666666667,0.411333333333333,1.33333333333333,2.73333333333333,0.47,0.433333333333333,1.43333333333333,0.274,0.866666666666667,1.4,0.622333333333333,1.16666666666667,2.8,3.96666666666667,1.4,0.766666666666667,0.266666666666667,1,1.8,4.76666666666667,"nevada",21,336,1,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8
"351","Josh Harrellson",16,16,28.8,2.6,5.1,0.519,2.6,4.7,0.56,0,0.4,0,0.6,1.2,0.474,3.4,4.8,8.3,0.9,1.1,1.7,0.7,2.8,5.8,"kentucky",25,296,11.8666666666667,0.3,0.4,0.7,0.079,-1.93333333333333,-0.233333333333333,-2.16666666666667,0.133333333333333
"352","Josh Hart",18,9.25,27.55,4.425,9.2,0.472,3.05,5.375,0.5565,1.4,3.8,0.35675,2.25,3.15,0.70525,1.725,3.675,5.425,1.7,1.075,0.25,1.325,2.375,12.5,"villanova",60.5,1570,11.4,1.2,1.625,2.825,0.088,-1.275,0.55,-0.725,0.5
"353","Josh Huestis",17.5,10.25,25.15,2.925,6.5,0.472,2.475,4.975,0.51525,0.45,1.525,0.3345,1.4,2.1,0.69275,2.275,4.075,6.375,0.75,0.475,1.2,0.875,1.8,7.65,"stanford",25.3333333333333,356,12.7333333333333,-0.133333333333333,0.366666666666667,0.233333333333333,0.0996666666666667,0.5,0.2,0.7,-0.133333333333333
"354","Josh Jackson",18,18,31.8,6.2,12.4,0.498,5.1,9.8,0.514,1.1,2.6,0.435,3.2,5.6,0.58,2.4,5.2,7.6,3.1,1.7,0.8,3.2,3.3,16.7,"kansas",60,1472,12.125,-1.575,1.125,-0.45,0.00375,-2.4,-0.5,-2.925,-0.65
"355","Josh Okogie",18,18,35.05,5.65,12.55,0.451,4.45,9.35,0.471,1.2,3.15,0.396,5.2,6.6,0.784,1.9,4.3,6.25,2.25,1.55,0.9,2.65,2.75,17.7,"georgia-tech",65,1500.33333333333,10,0.433333333333333,1.13333333333333,1.56666666666667,0.051,-3.2,0.233333333333333,-2.93333333333333,-0.366666666666667
"356","Josh Reaves",16.25,14.75,27.8,3.15,7.175,0.43725,2.325,4.6,0.50075,0.85,2.6,0.26825,1.25,1.825,0.67125,1.425,2.775,4.2,2.375,1.95,0.8,1.825,3.15,8.4,"penn-state",4,28,5.8,0,0,0,0.031,-5.3,-4,-9.4,-0.1
"357","Josh Richardson",17.5,15.5,29.375,3.175,7.5,0.403,2.425,5.2,0.4375,0.775,2.35,0.296,1.6,1.95,0.82375,0.725,2.3,3.025,1.875,1.1,0.65,1.575,2.225,8.7,"tennessee",62.1666666666667,1905.33333333333,12.2666666666667,1.31666666666667,2.05,3.36666666666667,0.084,-1.08333333333333,0.416666666666667,-0.666666666666667,0.733333333333333
"358","Josh Selby",13,7,20.8,3,7.8,0.382,1.9,4.4,0.439,1.1,3.5,0.311,0.8,1.4,0.556,0.5,1.3,1.8,2.2,1,0.1,2.2,1.8,7.8,"kansas",19,148,1.7,-0.5,0.15,-0.35,-0.124,-8.45,-2.15,-10.6,-0.3
"359","Josh Smith",13.1666666666667,2.66666666666667,11.5833333333333,1.21666666666667,2.73333333333333,0.396166666666667,0.95,2.08333333333333,0.397666666666667,0.283333333333333,0.65,NA,0.7,1.06666666666667,NA,1.06666666666667,1.71666666666667,2.76666666666667,0.366666666666667,0.25,0.166666666666667,0.516666666666667,1.25,3.36666666666667,"stetson",52.2727272727273,1523.54545454545,13.7727272727273,-0.245454545454545,2.33636363636364,2.09090909090909,0.0421818181818182,-1.7,0.4,-1.28181818181818,1.14545454545455
"360","Julius Randle",18,18,31.3,4.4,9.2,0.485,4.3,8.8,0.487,0.2,0.4,0.429,4.4,6.1,0.725,3.5,6.8,10.3,1.2,0.7,0.9,2.4,2.5,13.4,"kentucky",63.7142857142857,1943,14.3857142857143,2.01428571428571,2,4.02857142857143,0.0452857142857143,-0.828571428571429,-1.12857142857143,-1.94285714285714,1.15714285714286
"361","Justin Anderson",15.3333333333333,6.66666666666667,26.1333333333333,2.93333333333333,7.3,0.406,1.9,4.2,0.449333333333333,1.03333333333333,3.1,0.325666666666667,2.1,2.7,0.771333333333333,0.733333333333333,2.6,3.3,1.93333333333333,0.633333333333333,0.866666666666667,1.13333333333333,1.43333333333333,9,"virginia",43,598.857142857143,11.5857142857143,0.285714285714286,0.657142857142857,0.914285714285714,0.0588571428571429,-1.94285714285714,-0.228571428571429,-2.17142857142857,0.0857142857142857
"362","Justin Hamilton",16,15,31.4,5.1,10.4,0.491,4.9,9.9,0.5,0.2,0.6,0.333,3.3,4.1,0.788,3,4.4,7.4,0.8,1,1.1,1.9,2.8,13.7,"louisiana-state",23.1428571428571,392.142857142857,11.4857142857143,0.457142857142857,0.314285714285714,0.757142857142857,0.0548571428571429,-2.97142857142857,0.157142857142857,-2.81428571428571,0.114285714285714
"363","Justin Harper",16,16,33.8,7.3,12.9,0.565,5.1,8,0.633,2.3,4.9,0.456,3.4,4,0.859,1.4,5.9,7.3,1,0.7,1.7,2.1,2.1,20.3,"richmond",7.33333333333333,50,4.5,-0.133333333333333,0.0333333333333333,-0.133333333333333,-0.0696666666666667,-5.03333333333333,-3.13333333333333,-8.13333333333333,-0.1
"364","Justin Holiday",18,18,29.5,3.9,8.8,0.443,2.2,4.2,0.533,1.7,4.6,0.361,1.1,1.4,0.769,1.6,3,4.6,2.4,0.6,1.1,1.6,2.2,10.6,"washington",53.0833333333333,1289.33333333333,10.125,0.241666666666667,1.25833333333333,1.51666666666667,0.0454166666666667,-2.375,0.333333333333333,-2.03333333333333,0.216666666666667
"365","Justin Jackson",16,12.8125,25.9375,4.0875,8.94375,0.4721875,3.14375,6.09375,0.5281875,0.925,2.83125,NA,1.5125,2.29375,NA,1.7125,2.53125,4.3,1.99375,0.51875,0.74375,1.38125,1.825,10.5625,"north-carolina",45.375,866.625,10.1125,0.6,0.4375,1.05,0.05,-1.75,-1.5125,-3.2625,-0.1375
"366","Justin James",18,9.25,27.8,5.075,11.5,0.428,3.85,7.875,0.4695,1.225,3.625,0.34575,3.7,5.175,0.68075,0.6,4.475,5.125,2.6,0.9,0.5,2.375,2.4,15.1,"wyoming",36,271,11.15,0,0.1,0.1,0.024,-1.7,-1.15,-2.85,-0.1
"367","Justin Patton",15.3333333333333,12,22.7666666666667,4.06666666666667,8.06666666666667,0.493,3.96666666666667,7.53333333333333,0.511,0.133333333333333,0.5,0.222333333333333,2.1,3.46666666666667,0.63,1.53333333333333,4,5.53333333333333,0.933333333333333,0.833333333333333,0.566666666666667,2.13333333333333,2.23333333333333,10.3666666666667,"north-texas",5.5,74,11.65,0,0.075,0.1,0.06075,-4.45,1.675,-2.775,0
"368","Justin Robinson",14.1538461538462,11.1538461538462,21.7846153846154,3.15384615384615,7.16153846153846,NA,1.85384615384615,3.93076923076923,NA,1.31538461538462,3.23846153846154,NA,2.37692307692308,2.91538461538462,NA,0.376923076923077,1.85384615384615,2.21538461538462,2.82307692307692,0.838461538461538,0.184615384615385,1.57692307692308,1.45384615384615,9.99230769230769,"virginia-tech",9,68.5,7.1,0,0,0,0.014,-4.2,-2.05,-6.25,-0.05
"369","Justin Wright-Foreman",17,12.75,28.65,6.8,13.625,0.458,4.4,7.7,0.55475,2.4,5.9,0.3585,3.35,4.25,0.69575,0.375,2.525,2.875,2,0.725,0.075,1.725,1.7,19.4,"hofstra",4,45,8.8,-0.1,0.1,0,-0.008,-7,-2,-9,-0.1
"370","Justise Winslow",18,18,31.1,4.9,9.8,0.497,3.7,6.9,0.532,1.2,2.9,0.415,2.3,3.8,0.594,1.4,5.3,6.7,2.1,1.4,0.9,1.9,3.2,13.3,"duke",44.5,1225.83333333333,9.26666666666667,-0.4,1.58333333333333,1.18333333333333,0.0195,-3.51666666666667,0.55,-2.95,-0.0166666666666667
"371","Juwan Howard",16,1,22.8,3.6,8.4,0.425,2.6,5.5,0.477,0.9,2.9,0.326,2.2,2.8,0.795,1.1,3.3,4.3,1.3,0.3,1,1.3,2.2,10.3,"western-michigan",30.6666666666667,277.666666666667,7.3,-0.133333333333333,0.366666666666667,0.2,0.0123333333333333,-5.93333333333333,-1.3,-7.23333333333333,-0.2
"372","Juwan Morgan",18,12,23.575,4.025,7.6,0.5425,3.525,5.85,0.61175,0.5,1.725,0.3395,1.975,3.1,0.689,2.05,4,6,1.025,0.9,0.975,1.325,2.525,10.5,"indiana",25,140.5,9.3,0.15,0.15,0.3,0.1055,-3.2,0.45,-2.75,0
"373","K.J. McDaniels",16,10.6666666666667,25.3666666666667,3.83333333333333,8.83333333333333,0.453333333333333,3.06666666666667,6.06666666666667,0.521666666666667,0.766666666666667,2.73333333333333,0.256333333333333,2.4,3.36666666666667,0.663,2.16666666666667,2.8,4.93333333333333,0.9,0.866666666666667,1.8,1.53333333333333,2,10.8666666666667,"clemson",37,564.142857142857,10.1142857142857,-0.242857142857143,0.571428571428571,0.357142857142857,0.0257142857142857,-3.37142857142857,-0.314285714285714,-3.65714285714286,-0.114285714285714
"374","Kadeem Allen",17,14,27.9,2.9,6.55,0.4435,2.1,4.6,0.4665,0.8,2,0.3835,2.4,3.1,0.757,0.15,2.9,3.05,3.35,1.1,0.7,1.8,2.1,9,"arizona",15.6666666666667,213.333333333333,10.9333333333333,0.2,0.133333333333333,0.333333333333333,0.042,-2.8,0.0666666666666667,-2.7,0.0333333333333333
"375","Kalin Lucas",18,18,35.7,6.3,14.8,0.427,4.9,10.8,0.454,1.4,4.1,0.356,4.3,5,0.856,0.6,1.6,2.1,3.3,0.9,0.1,2.3,2.2,18.4,"michigan-state",1,6,7.95,0,0,0,0.0905,-9.5,7.55,-1.95,0
"376","Karl-Anthony Towns",18,18,21.6,3.9,6.7,0.583,3.8,6.5,0.59,0.1,0.2,0.333,2.9,3.6,0.815,2.3,4.2,6.5,1.2,0.4,2.4,1.2,3.4,10.8,"kentucky",68,2332.66666666667,24.8666666666667,6.78333333333333,2.51666666666667,9.31666666666667,0.189333333333333,4.93333333333333,0.116666666666667,5.05,3.98333333333333
"377","Kawhi Leonard",16,16,32.9,5.2,13.1,0.395,4.9,11.4,0.426,0.3,1.7,0.185,4.1,5.4,0.767,3.7,8.2,11.9,2.6,1.5,0.6,2.4,2.4,14.8,"san-diego-state",57.6,1802.5,23.27,4.95,3.38,8.32,0.2159,4.46,2.48,6.95,4.04
"378","Kay Felder",16.6666666666667,16.3333333333333,36.4333333333333,5.76666666666667,12.7333333333333,0.455,4.5,8.96666666666667,0.499333333333333,1.26666666666667,3.7,0.343,5.2,6.36666666666667,0.799333333333333,0.5,3.9,4.36666666666667,8.33333333333333,1.53333333333333,0.2,3.43333333333333,2.9,18,"oakland",18.5,166.5,5.15,-0.35,0.15,-0.225,-0.16775,-7.775,-3.6,-11.4,-0.15
"379","Keita Bates-Diop",13.25,9,24.225,3.625,7.975,0.44275,2.85,5.8,0.47075,0.725,2.15,NA,1.9,2.325,0.83325,1.55,4.825,6.375,1.05,0.475,1.2,1.575,1.575,9.9,"ohio-state",29.6,447.2,11.72,0.28,0.38,0.6,0.0678,-1.82,-0.7,-2.52,0
"380","Keith Appling",17.25,16.25,31.2,3.275,8.1,0.40875,2.425,5.125,0.485,0.825,2.975,0.28375,2.9,3.975,0.73875,0.425,2.9,3.375,3.325,1.15,0.575,2.225,2.625,10.25,"michigan-state",5,27,-4.8,-0.1,0,-0.1,-0.199,-13.2,-2,-15.1,-0.1
"381","Keith Benson",18,18,31.9,6.8,11.9,0.567,6.5,11.3,0.576,0.3,0.7,0.417,4.8,7.7,0.626,2.4,7.7,10.1,0.7,0.9,4.4,1.6,2.9,18.7,"oakland",3,9,6,0,0,0,-0.005,-1.4,-6.3,-7.7,0
"382","Kelan Martin",18.25,10,27.625,5.3,12.45,0.417,3.7,8,0.4615,1.575,4.475,0.32175,3.175,4.05,0.7705,1.05,4.4,5.425,1.125,0.475,0.45,1.675,2.05,15.35,"butler",33,408.5,11.55,0,0.35,0.3,0.0445,-2.2,-1.15,-3.35,-0.15
"383","Keldon Johnson",18,17,30.4,4.1,9.8,0.418,3.2,6.9,0.456,0.9,2.9,0.327,2.6,3.8,0.691,1.4,4.4,5.8,1.9,0.7,0.2,1.7,2,11.8,"kentucky",43,1134.5,16.45,1.2,0.95,2.2,0.1265,0.3,-0.35,-0.05,0.25
"384","Keljin Blevins",17.5,15.75,24.35,2.625,6.675,0.36475,2.3,5.125,0.434,0.325,1.55,0.21,1.9,2.925,0.64675,1.325,3.2,4.525,1.15,0.65,0.3,1.675,2.025,7.525,"southern-mississippi",17,75,-0.9,-0.2,0,-0.2,-0.137,-8.3,-2.3,-10.7,-0.2
"385","Kelly Olynyk",15,8,18.9,4.4,6.8,0.5925,4.1,6,0.6385,0.3,0.85,0.3865,2.7,3.95,0.6275,1.7,3.6,5.25,1.2,0.55,0.85,1.65,1.55,11.85,"gonzaga",64,1464.1,16.03,1.93,1.96,3.88,0.1279,0.2,0.79,0.97,1.07
"386","Kemba Walker",18,18,38.9,7.3,18.4,0.395,5.3,12.6,0.425,1.9,5.9,0.33,5.2,6.9,0.758,1.3,4,5.3,4.5,1.7,0.1,1.8,1.4,21.7,"connecticut",70.4,2371.8,19.02,3.73,2.03,5.79,0.114,3.2,-0.43,2.76,2.91
"387","Kendall Marshall",16,14,31.8,2.85,6.4,0.448,2.2,4.5,0.493,0.65,1.9,0.34,2.2,2.9,0.773,0.15,2,2.15,8.05,1.25,0.1,2.8,1.5,8.55,"north-carolina",40,770.75,9.875,-0.05,0.275,0.25,0.01025,-2.225,-1.7,-3.925,-0.3
"388","Kendrick Nunn",17.75,14.5,33.325,5.425,12.875,0.4215,2.825,6.05,0.46,2.625,6.85,0.38725,2.425,2.925,0.8165,0.525,3.5,4.025,2.15,1.175,0.225,2,2.025,15.95,"oakland",61.5,1806,13.55,0.9,1.55,2.45,0.0665,-0.55,-0.85,-1.4,0.25
"389","Kenneth Faried",18,17,35.4,6.1,10.4,0.588,6.1,10.4,0.588,0,0,NA,4.2,8,0.521,6.3,8.8,15.2,1.3,1.8,2.4,2.8,3.4,16.4,"morehead-state",51.5,1245.6,20.12,2.75,1.42,4.16,0.1668,1.21,-0.95,0.25,0.78
"390","Kent Bazemore",18,17.5,31.95,5.2,11.35,0.46,3.95,8.15,0.487,1.25,3.25,0.392,2.75,4.35,0.6375,1.95,3.95,5.9,3.35,2.2,0.5,2.7,2.35,14.4,"old-dominion",57.9230769230769,1200,11.0076923076923,-0.361538461538462,1.45384615384615,1.09230769230769,0.034,-2.8,0.653846153846154,-2.14615384615385,0.115384615384615
"391","Kentavious Caldwell-Pope",17,16,33.95,5.25,12.65,0.414,2.85,5.9,0.483,2.4,6.75,0.356,2.9,3.65,0.783,1,4.85,5.85,1.45,1.95,0.45,1.6,1.95,15.75,"georgia",75.75,2205.625,11.7,1.8875,2.1,3.95,0.0865,-1.1875,0.4,-0.7875,0.7125
"392","Kevin Huerter",18,18,33.25,4.25,9.35,0.4525,2.05,3.65,0.542,2.25,5.7,0.39,1.8,2.4,0.6485,0.6,4.45,5.05,3.2,0.75,0.55,2.05,2.25,12.5,"maryland",66.6666666666667,1978,11.2666666666667,1.2,1,2.23333333333333,0.0523333333333333,-0.966666666666667,-0.433333333333333,-1.43333333333333,0.333333333333333
"393","Kevin Jones",18,18,37.45,6.35,13.8,0.4575,5.45,10.55,0.5145,0.9,3.25,0.2695,2.6,3.6,0.6865,4,5.45,9.4,1.35,0.45,0.8,1.05,1.5,16.1,"west-virginia",32,334,11.1,0.1,0.2,0.2,0.032,-1.9,-2.2,-4.1,-0.2
"394","Kevin Knox",18,18,31.4,4.9,11.4,0.429,3.4,7,0.484,1.5,4.4,0.342,3.8,4.7,0.8,0.8,4.1,4.9,1.1,0.8,0.1,1.8,2.2,15.1,"kentucky",60.6666666666667,1262.66666666667,8.7,-0.9,0.733333333333333,-0.166666666666667,0.014,-2.73333333333333,-1,-3.76666666666667,-0.866666666666667
"395","Kevin Murphy",17,16.5,32.9,6.6,14.7,0.4535,4.75,9.8,0.485,1.85,4.85,0.362,3.65,5.1,0.7145,0.9,4.15,5.05,2.4,0.8,0.2,3.55,2.05,18.65,"tennessee-tech",17,52,-4.5,-0.3,0,-0.3,-0.272,-11.4,-5.4,-16.8,-0.2
"396","Kevon Looney",18,18,31.6,4.4,9.1,0.491,3.5,7.5,0.467,0.9,1.6,0.607,2.1,3.3,0.633,3,5.8,8.8,1.2,1.3,0.6,1.2,2.9,11.9,"ucla",47.5,713.666666666667,14.2666666666667,1.38333333333333,0.916666666666667,2.28333333333333,0.1385,-1.41666666666667,-0.3,-1.73333333333333,0.233333333333333
"397","Khem Birch",17,15.5,28.3,3.4,6.4,0.528,3.4,6.4,0.528,0,0,NA,2.85,4.25,0.671,3.15,5.1,8.2,0.65,0.7,3.4,1.2,2.3,9.6,"nevada-las-vegas",45.6666666666667,866.833333333333,15.5666666666667,1.48333333333333,0.883333333333333,2.4,0.139333333333333,-0.95,0.2,-0.766666666666667,0.233333333333333
"398","Khyri Thomas",17.6666666666667,16,27.5666666666667,3.96666666666667,8.16666666666667,0.445666666666667,2.76666666666667,4.76666666666667,0.537333333333333,1.2,3.4,0.315333333333333,1.4,2.03333333333333,0.601,1.13333333333333,3.3,4.43333333333333,2.6,1.33333333333333,0.166666666666667,1.63333333333333,1.73333333333333,10.5333333333333,"creighton",13,136.333333333333,10.2,0.0333333333333333,0.1,0.166666666666667,0.0436666666666667,-2.86666666666667,-0.633333333333333,-3.5,-0.0333333333333333
"399","Killian Tillie",13,7.75,20.1,3.7,6.625,0.5545,2.825,4.45,0.62775,0.9,2.175,0.403,1.325,1.825,0.739,1.225,3.325,4.5,1.425,0.825,0.85,0.975,2.425,9.65,"gonzaga",18,182,8.5,0,0.2,0.2,0.055,-3.4,-0.3,-3.7,-0.1
"400","Kim English",17,15.5,30.05,3.5,8.6,0.4035,2,4.35,0.448,1.5,4.25,0.3585,2.6,3.5,0.743,0.55,3.05,3.6,1.5,1.1,0.3,1.75,2.1,11.1,"missouri",41,407,7.9,0,0.2,0.2,0.021,-4,-0.2,-4.2,-0.2
"401","Klay Thompson",17,16,35.6,6.9,16.8,0.409,3.9,9.5,0.41,3,7.4,0.408,4,4.7,0.85,1.1,4.6,5.8,3.7,1.5,1.2,3.9,3.2,20.8,"washington-state",76.875,2542.5,16.4125,3.5,2.35,5.85,0.10825,1.775,-1.1,0.675,1.7625
"402","Kobi Simmons",18,11,24.2,3.1,8.1,0.386,2.1,5.1,0.418,1,3,0.333,1.3,1.6,0.821,0.4,1.2,1.6,2.5,0.7,0.1,1.5,1.7,8.5,"arizona",16.5,322.5,3.85,-0.2,0.1,-0.1,-0.023,-6.05,-2.65,-8.75,-0.4
"403","Kostas Antetokounmpo",16,0,13.3,1.8,2.9,0.609,1.7,2.6,0.659,0.1,0.3,0.2,1.6,2.9,0.565,0.9,1.7,2.6,0.4,0.2,0.7,1.1,1.7,5.2,"dayton",7.33333333333333,29,5.13333333333333,-0.1,0.0333333333333333,-0.0666666666666667,-0.076,-8.56666666666667,-0.0666666666666667,-8.66666666666667,-0.0333333333333333
"404","Kris Dunn",18,16.3333333333333,32.5,4.3,9.76666666666667,0.431,3.46666666666667,7.33333333333333,0.458333333333333,0.833333333333333,2.4,0.312333333333333,3.33333333333333,4.93333333333333,0.673,1.16666666666667,4.03333333333333,5.16666666666667,5.3,2.13333333333333,0.366666666666667,3.36666666666667,3.03333333333333,12.8333333333333,"providence",46.2,1112.2,8.28,-0.52,1.3,0.74,-0.0128,-5.44,1.22,-4.22,0.02
"405","Kris Joseph",17.5,17.5,33.35,4.75,10.6,0.4525,3.25,6.5,0.5045,1.5,4.05,0.369,3.1,4.5,0.6855,1.3,3.45,4.7,2.05,1.65,0.6,2.1,1.9,14.1,"syracuse",6.66666666666667,36,0.366666666666667,-0.166666666666667,0.0333333333333333,-0.0666666666666667,-0.136666666666667,-8.9,-1.46666666666667,-10.3666666666667,-0.0666666666666667
"406","Ky Bowman",18,17.6666666666667,38.2666666666667,6.16666666666667,14.6666666666667,0.423,3.36666666666667,7.93333333333333,0.428333333333333,2.8,6.73333333333333,0.417666666666667,2.63333333333333,3.43333333333333,0.768666666666667,0.8,6.06666666666667,6.83333333333333,4.2,1.46666666666667,0.233333333333333,3.26666666666667,2.73333333333333,17.7,"boston-college",45,1015,9.1,-0.6,0.6,-0.1,-0.003,-4,-0.3,-4.3,-0.6
"407","Kyle Alexander",17.75,15.5,17.35,1.6,2.725,0.5595,1.6,2.7,0.5625,0.025,0.05,NA,0.75,1.15,0.639,1.975,2.775,4.775,0.25,0.35,1.15,0.725,2.025,3.975,"tennessee",2,13,4.7,0,0,0,-0.003,-6.4,-3.7,-10.1,0
"408","Kyle Anderson",17.5,17.1666666666667,33.55,3.86666666666667,9.8,0.393833333333333,2.35,5.05,0.4635,1.53333333333333,4.75,0.322833333333333,2,2.6,0.751,1.1,4.51666666666667,5.61666666666667,2.46666666666667,1.08333333333333,0.483333333333333,1.75,2.13333333333333,11.2833333333333,"ucla",62.2857142857143,1299.85714285714,13.1428571428571,1.15714285714286,2.2,3.35714285714286,0.112714285714286,-1.28571428571429,2.6,1.32857142857143,1.27142857142857
"409","Kyle Collinsworth",17,15.75,30.525,4.4,9.075,0.48125,4.175,8.45,0.493,0.2,0.575,0.309,3.2,4.9,0.6765,2.3,5.25,7.6,5.1,1.6,0.45,2.45,2.15,12.175,"brigham-young",32,480,10,-0.1,0.5,0.5,0.046,-3.5,0.9,-2.6,-0.1
"410","Kyle Guy",18,12.6666666666667,29.1333333333333,4.13333333333333,10,0.412,1.7,4.16666666666667,0.411333333333333,2.4,5.86666666666667,0.413333333333333,0.966666666666667,1.26666666666667,0.763,0.366666666666667,2.6,2.96666666666667,1.53333333333333,0.666666666666667,0.0666666666666667,1.16666666666667,1,11.6,"virginia",17,122.5,7.55,-0.05,0.05,-0.05,-0.03,-5.6,-3.45,-9.05,-0.1
"411","Kyle Kuzma",17,11.3333333333333,21.3666666666667,3.86666666666667,7.7,0.475333333333333,3.33333333333333,6,0.554,0.533333333333333,1.7,0.272666666666667,1.5,2.46666666666667,0.586,1.7,3.93333333333333,5.63333333333333,1.5,0.366666666666667,0.366666666666667,1.53333333333333,1.63333333333333,9.76666666666667,"utah",69,2048.75,13.275,0.8,2.25,3.05,0.07125,-0.475,-0.825,-1.275,0.45
"412","Kyle O'Quinn",16,15.5,32.95,6.95,11.15,0.6245,6.6,9.65,0.6795,0.4,1.5,0.2585,4.35,5.85,0.747,3.4,8,11.4,1.05,0.65,3.5,2.05,3.5,18.75,"norfolk-state",59,839.25,17.5625,0.9625,1.2875,2.2375,0.126125,-1.05,1.8875,0.825,0.6375
"413","Kyle Singler",16,16,36.3,5.6,14.4,0.39,4,8.9,0.451,1.6,5.6,0.292,2.9,3.8,0.77,2.8,5,7.8,1.8,0.6,0.3,2.1,2.4,15.8,"duke",54.5,1192.125,7.9875,0.825,0.675,1.5125,0.044125,-2.775,-0.4125,-3.2,-0.1125
"414","Kyle Wiltjer",17.5,9.25,24.15,4.6,9.525,0.464,2.9,5.575,0.4805,1.675,3.9,0.43175,2.225,2.65,0.791,1.1,3.25,4.35,1.35,0.325,0.525,1.2,1.45,13.025,"kentucky",14,44,6.7,-0.1,0.1,0,-0.039,-4.1,-1.3,-5.4,0
"415","Lamar Patterson",17.5,13.5,25.825,3.4,7.75,0.44875,2.175,4.55,0.49475,1.175,3.175,0.3805,2.15,3.025,0.71025,1.25,2.875,4.1,2.7,1.1,0.225,1.95,2.15,10.05,"pittsburgh",20,217.5,1.6,-0.25,0.25,0.05,-0.0755,-7.85,-0.4,-8.25,-0.2
"416","Lamar Stevens",19,19,33.275,6.075,14.125,0.43175,5.375,11.65,0.46025,0.725,2.475,0.30425,3.725,5.2,0.696,1.25,5.075,6.325,1.7,0.8,0.9,2.5,2.675,16.6,"penn-state",40,499,10.5,0,0.5,0.4,0.043,-4.2,0,-4.2,-0.3
"417","Lance Thomas",10.5,4.75,9.775,1,2.4,0.486,0.475,0.95,0.5445,0.525,1.475,0.3,0.275,0.375,NA,0.375,1.25,1.65,0.175,0.15,0.4,0.625,1.275,2.775,"south-alabama",41.9090909090909,801.181818181818,7.12727272727273,0.145454545454545,0.309090909090909,0.454545454545455,0.0140909090909091,-3.78181818181818,-1.42727272727273,-5.21818181818182,-0.509090909090909
"418","Landry Shamet",17.5,17.5,30.45,4.25,8.5,0.501,1.75,3.05,0.5705,2.45,5.4,0.462,2,2.5,0.804,0.4,2.7,3.1,4.75,0.65,0.2,1.6,1.75,12.85,"wichita-state",54.4,1291.8,10.36,1.62,0.7,2.32,0.0868,-0.68,-1.16,-1.84,0.02
"419","Langston Galloway",16,15.75,35.925,4.7,11.35,0.41475,2.25,5.275,0.43225,2.45,6.1,0.4015,2.4,3,0.7815,0.975,3.4,4.35,2.25,1.25,0.525,1.2,2.35,14.25,"saint-josephs",57.6666666666667,1247.55555555556,11.2111111111111,0.9,0.866666666666667,1.77777777777778,0.064,-1.07777777777778,-0.588888888888889,-1.65555555555556,0.155555555555556
"420","Larry Owens",17,10.4,14.98,2.66,4.88,0.539,2.66,4.86,0.5404,0,0.02,NA,0.88,1.64,0.5424,1.28,2.38,3.66,0.42,0.4,0.36,1.2,1.76,6.18,"northwestern-state",7.75,90.25,9.975,0.025,0.075,0.125,0.08325,-2.325,1.875,-0.425,0.05
"421","Lauri Markkanen",18,18,29.3,4.8,9.8,0.486,3,5.6,0.535,1.8,4.2,0.421,3.2,3.8,0.841,2.3,5.2,7.6,0.6,0.4,0.3,1.2,2.3,14.6,"arizona",55.25,1627.75,15.55,1.425,1.5,2.9,0.0875,0.9,-1.1,-0.225,0.7
"422","Lavoy Allen",15,15,33,4.8,9.5,0.503,4.7,9.3,0.507,0.1,0.2,0.333,2.3,3.5,0.673,3.1,6,9.1,2,0.7,1.7,1.9,2.3,12,"temple",56.625,997.125,13.125,0.7875,1.1375,1.9125,0.103125,-1.975,-0.0625,-2.0125,-0.0625
"423","London Perrantes",17.75,17.75,33.35,3.25,7.75,0.42525,1.475,3.675,0.40125,1.8,4.05,0.44375,1.9,2.3,0.81025,0.3,2.65,2.925,4.275,0.975,0.125,1.625,1.25,10.175,"virginia",14,66,0.7,-0.1,0,-0.1,-0.086,-8.3,-0.9,-9.2,-0.1
"424","Lonzo Ball",18,18,35.2,5.8,10.2,0.568,3.5,4.7,0.741,2.3,5.4,0.418,1.9,2.8,0.667,1.1,5.4,6.5,7.4,2.3,0.7,2.6,1.9,15.7,"ucla",54.25,1743.75,13.125,0.3,1.975,2.3,0.063,-0.2,0.95,0.75,1.2
"425","Louis King",18,18,32.3,5.3,11.8,0.448,3.4,6.5,0.521,1.9,5.3,0.358,2.1,2.7,0.771,1.1,5.1,6.2,1.4,0.9,0.2,2.3,2.7,14.5,"oregon",8,73.5,13.7,0.05,0.05,0.15,0.0765,-1.4,0.7,-0.65,0
