"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Year","Acronym"
"4931",193,"Devonte' Graham","PG",23,"CHO",46,676,10.3,0.459,0.213,1.6,8.6,5,24.8,1.7,0.3,11.3,17,0.2,0.3,0.5,0.035,-2.6,-1.3,-4,-0.3,2019,"grahade01"
"4932",26,"Dwayne Bacon","SG",23,"CHO",43,759,11.7,0.57,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3,2019,"bacondw01"
"4933",279,"Frank Kaminsky","C",25,"CHO",47,755,16.8,0.587,0.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,1.3,0.5,1.8,0.114,1.4,-1.1,0.3,0.4,2019,"kaminfr01"
"4934",322,"J.P. Macura","SG",23,"CHO",2,17,5.7,0.333,0,0,19.4,9.5,18,0,0,0,22.8,0,0,0,-0.11,-4.7,-2.9,-7.7,0,2019,"macurjp01"
"4935",293,"Jeremy Lamb","SG",26,"CHO",79,2250,17.3,0.552,0.266,3.1,18.1,10.4,11.9,1.9,1.2,6.8,22.5,3.3,2,5.3,0.113,1.2,0,1.2,1.8,2019,"lambje01"
"4936",102,"Joe Chealey","PG",23,"CHO",1,8,2,0.333,0,0,0,0,17.7,0,0,0,16.2,0,0,0,-0.08,-8.5,-6,-14.6,0,2019,"chealjo01"
"4937",497,"Kemba Walker","PG",28,"CHO",82,2863,21.7,0.558,0.267,1.9,11.9,6.8,29.4,1.7,1,10.1,31.5,5.5,1.9,7.4,0.123,5.2,-1,4.2,4.4,2019,"walkeke02"
"4938",356,"Malik Monk","SG",20,"CHO",73,1258,11.8,0.518,0.174,1.3,10.6,5.9,14.3,1.4,1.3,12,24.6,-0.4,0.7,0.3,0.012,-1.3,-1.7,-3,-0.3,2019,"monkma01"
"4939",516,"Marvin Williams","PF",32,"CHO",75,2133,12.6,0.548,0.132,3.8,17.1,10.3,6.1,1.6,2.5,6.4,14.9,1.9,1.9,3.8,0.086,-0.4,0.2,-0.3,0.9,2019,"willima02"
"4940",281,"Michael Kidd-Gilchrist","PF",25,"CHO",64,1179,13.3,0.553,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10,15.7,1.5,1,2.5,0.1,-2.3,-0.1,-2.4,-0.1,2019,"kiddgmi01"
"4941",67,"Miles Bridges","SF",20,"CHO",80,1696,13.1,0.548,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,2019,"bridgmi02"
"4942",36,"Nicolas Batum","SF",30,"CHO",75,2354,11.9,0.581,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2,1.7,3.7,0.076,-0.7,0.4,-0.3,1,2019,"batumni01"
"4943",320,"Shelvin Mack","PG",28,"CHO",4,42,-6.6,0.251,0.643,0,5.2,2.6,3,2.3,0,18.2,22.5,-0.3,0,-0.3,-0.304,-14,-3.9,-17.9,-0.2,2019,"macksh01"
"4944",395,"Tony Parker","PG",36,"CHO",56,1003,15.3,0.512,0.268,1.5,7.6,4.5,33.3,1,0.6,12.7,25.5,0.6,0.3,0.9,0.044,-0.3,-2.3,-2.6,-0.1,2019,"parketo01"
"4945",222,"Willy Hernangómez","C",24,"CHO",58,812,20.4,0.587,0.488,15.3,26.3,20.7,11.5,1,2.1,13.9,22.1,1.8,0.8,2.6,0.153,1.1,-1.1,-0.1,0.4,2019,"hernawi01"
"4946",82,"Alec Burks","SG",27,"CLE",34,979,13.2,0.517,0.288,2.8,19,10.6,15,1.3,1.4,10.7,19.2,0.6,0.3,0.9,0.042,-0.2,-1.2,-1.4,0.1,2019,"burksal01"
"4947",214,"Andrew Harrison","PG",24,"CLE",10,144,6.6,0.467,0.41,3,8.9,5.8,16.3,1.4,1.2,17.8,17,-0.1,0,-0.1,-0.022,-5.6,-0.6,-6.2,-0.2,2019,"harrian01"
"4948",529,"Ante Žižić","C",22,"CLE",59,1082,16.2,0.59,0.399,10.6,22.8,16.4,7.7,0.6,1.8,13.6,18.2,1.7,0.3,2,0.087,-1.1,-2.1,-3.2,-0.3,2019,"zizican01"
"4949",284,"Brandon Knight","PG",27,"CLE",27,618,10.5,0.515,0.108,1.5,7.7,4.5,15.1,1.5,0.3,10.1,17.6,0.3,0,0.2,0.019,-2.3,-1.8,-4.1,-0.3,2019,"knighbr03"
"4950",400,"Cameron Payne","PG",24,"CLE",9,176,15.3,0.596,0.291,1.8,10.6,6,20,2.3,1.5,15.1,18.1,0.2,0.1,0.3,0.082,0.1,-0.8,-0.7,0.1,2019,"payneca01"
"4951",391,"Cedi Osman","SF",23,"CLE",76,2444,11.5,0.536,0.214,2,14.8,8.1,12.1,1.2,0.4,11,18.6,1.2,0.2,1.5,0.029,-1.4,-1.8,-3.2,-0.8,2019,"osmande01"
"4952",176,"Channing Frye","C",35,"CLE",36,341,8.9,0.524,0.12,1.2,16.4,8.5,8.6,0.9,1.3,9.5,17.5,0.1,0,0.1,0.016,-1.7,-1.8,-3.5,-0.1,2019,"fryech01"
"4953",444,"Collin Sexton","PG",20,"CLE",82,2605,12,0.52,0.211,2.3,8,5,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011,-1.4,-3.3,-4.7,-1.8,2019,"sextoco01"
"4954",382,"David Nwaba","SF",26,"CLE",51,984,12.5,0.558,0.324,4.4,14.4,9.2,8.1,1.8,1.5,8.8,14.6,1.1,0.3,1.4,0.069,-1.8,-0.3,-2.1,0,2019,"nwabada01"
"4955",6,"Deng Adel","SF",21,"CLE",19,194,2.7,0.424,0.111,1.6,9.6,5.4,3.4,0.3,1.8,13.7,9.9,-0.2,0,-0.2,-0.054,-5.9,-1.6,-7.5,-0.3,2019,"adelde01"
"4956",228,"George Hill","PG",32,"CLE",13,344,13.5,0.604,0.187,3.7,5.1,4.4,16.2,1.7,0.3,14.7,17.3,0.5,0,0.5,0.066,-0.7,-1.2,-2,0,2019,"hillge01"
"4957",456,"J.R. Smith","SG",33,"CLE",11,222,7.8,0.444,0.127,0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.038,-3.7,0.5,-3.2,-0.1,2019,"smithjr01"
"4958",273,"Jalen Jones","SF",25,"CLE",16,214,11.7,0.548,0.435,5.5,12.5,8.8,4.8,2.1,0.8,9.8,16.7,0.2,0.1,0.3,0.056,-2.3,-1.9,-4.2,-0.1,2019,"jonesja04"
"4959",55,"Jaron Blossomgame","SF",25,"CLE",27,439,10.2,0.51,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2,2019,"blossja01"
"4960",233,"John Holland","SF",30,"CLE",1,1,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.032,-3.4,-1.6,-5,0,2019,"hollajo02"
"4961",107,"Jordan Clarkson","SG",26,"CLE",81,2214,16.8,0.539,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8,2019,"clarkjo01"
"4962",312,"Kevin Love","PF",30,"CLE",22,598,19.5,0.561,0.403,5.9,40,22.2,12.8,0.5,0.7,11.2,27.4,1,0.4,1.3,0.106,3.3,-1.6,1.6,0.6,2019,"loveke01"
"4963",451,"Kobi Simmons","PG",21,"CLE",1,2,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.033,-7.4,-3.2,-10.6,0,2019,"simmoko01"
"4964",288,"Kyle Korver","PF",37,"CLE",16,251,11.3,0.65,0.211,0,13.4,6.4,10.1,0.6,0.7,17,17.4,0.2,0,0.2,0.043,0.6,-1.3,-0.7,0.1,2019,"korveky01"
"4965",372,"Larry Nance Jr.","C",26,"CLE",67,1795,18.6,0.583,0.28,10,24.9,17.1,17.8,2.8,1.9,15.3,15.5,3.3,1.6,4.9,0.131,1,1.4,2.4,2,2019,"nancela02"
"4966",104,"Marquese Chriss","PF",21,"CLE",27,395,10.7,0.47,0.26,8.9,23.8,16,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0,-0.003,-4.6,-1.9,-6.6,-0.5,2019,"chrisma01"
"4967",133,"Matthew Dellavedova","PG",28,"CLE",36,715,11.5,0.537,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.026,-1.4,-3,-4.5,-0.4,2019,"dellama01"
"4968",462,"Nik Stauskas","SG",25,"CLE",24,342,11.3,0.544,0.257,2.5,13.2,7.6,8,1,0.8,8.3,16.9,0.3,0,0.3,0.046,-0.5,-2.1,-2.5,0,2019,"stausni01"
"4969",333,"Patrick McCaw","SG",23,"CLE",3,53,-0.7,0.278,0,0,6.6,3.1,4.9,1.9,0,25,9.9,-0.2,0,-0.2,-0.137,-7.8,-3.2,-11,-0.1,2019,"mccawpa01"
"4970",236,"Rodney Hood","SG",26,"CLE",45,1234,13,0.542,0.251,1.6,8.8,5,11.5,1.5,0.4,6.7,19.1,1.5,0,1.5,0.059,-1,-1.1,-2.1,0,2019,"hoodro01"
"4971",131,"Sam Dekker","PF",24,"CLE",9,169,14,0.544,0.208,5.7,16.5,10.8,7.9,3.2,0,8.7,14.9,0.2,0.1,0.3,0.08,-0.9,-0.1,-1.1,0,2019,"dekkesa01"
"4972",478,"Tristan Thompson","C",27,"CLE",43,1198,18.4,0.551,0.279,15.4,25.7,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.6,0.105,1.4,-1.9,-0.5,0.4,2019,"thomptr01"
"4973",297,"Courtney Lee","SG",33,"DAL",22,268,8.3,0.47,0.085,1.2,9.5,5.4,11.4,2.4,0.3,9.6,15.1,-0.1,0.3,0.2,0.028,-4.3,0.7,-3.6,-0.1,2019,"leeco01"
"4974",321,"Daryl Macon","SG",23,"DAL",8,90,5.5,0.482,0.259,2.4,11.8,7.1,11.2,0.5,0,16.6,17.2,-0.1,0,0,-0.022,-5.3,-2.6,-7.9,-0.1,2019,"maconda01"
"4975",277,"DeAndre Jordan","C",30,"DAL",50,1554,18,0.672,0.613,11.2,35.9,23.6,9.5,1,2.9,21.3,14.4,2.7,2.5,5.3,0.162,0.4,1.3,1.7,1.4,2019,"jordade01"
"4976",454,"Dennis Smith Jr.","PG",21,"DAL",32,908,11.5,0.527,0.23,2.1,9.3,5.7,24.1,2.1,1,20.3,23.3,-0.7,0.9,0.2,0.01,-2.1,0,-2.1,0,2019,"smithde03"
"4977",210,"Devin Harris","PG",35,"DAL",68,1071,10.7,0.527,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-2.6,0.4,-2.2,-0.1,2019,"harride01"
"4978",378,"Dirk Nowitzki","PF",40,"DAL",51,795,9.6,0.469,0.133,0.7,20.5,10.6,6.9,0.5,1.9,4.3,22.5,-0.5,0.8,0.3,0.016,-2.7,-1.2,-3.9,-0.4,2019,"nowitdi01"
"4979",168,"Dorian Finney-Smith","SF",25,"DAL",81,1985,11,0.53,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,1.2,2,3.3,0.079,-1.8,0.4,-1.4,0.3,2019,"finnedo01"
"4980",410,"Dwight Powell","C",27,"DAL",77,1662,20.4,0.682,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2,0.9,2.9,2.1,2019,"poweldw01"
"4981",33,"Harrison Barnes","PF",26,"DAL",49,1584,13.1,0.538,0.276,2.4,11.5,7,6.3,1,0.6,7.8,23.7,0.8,1.1,1.9,0.059,0,-1.2,-1.2,0.3,2019,"barneha02"
"4982",32,"J.J. Barea","PG",34,"DAL",38,752,16.3,0.495,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1,0.064,1.2,-1.8,-0.6,0.3,2019,"bareajo01"
"4983",78,"Jalen Brunson","PG",22,"DAL",73,1591,12.8,0.549,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1,2.6,0.077,-1.2,-0.5,-1.7,0.1,2019,"brunsja01"
"4984",257,"Justin Jackson","SF",23,"DAL",29,531,13.9,0.584,0.153,3.9,9.4,6.7,8.4,0.8,0.2,3.3,17,1,0.3,1.3,0.114,0.4,-1.4,-1,0.1,2019,"jacksju01"
"4985",19,"Kostas Antetokounmpo","PF",21,"DAL",2,11,-0.9,0.21,1.333,0,9.7,4.9,0,8.8,0,17.4,22.5,-0.1,0,-0.1,-0.247,-12.6,-0.1,-12.7,0,2019,"antetko01"
"4986",142,"Luka Dončić","SG",19,"DAL",72,2318,19.6,0.545,0.409,4,21.9,13,31.6,1.6,0.9,15,30.5,2.1,2.8,4.9,0.101,3.6,0.3,3.9,3.4,2019,"doncilu01"
"4987",283,"Maxi Kleber","PF",27,"DAL",71,1502,13.1,0.579,0.192,6.5,16.9,11.7,6.8,1.2,4.4,11.4,13.5,1.6,1.8,3.5,0.111,-0.8,1.2,0.4,0.9,2019,"klebima01"
"4988",460,"Ray Spalding","PF",21,"DAL",1,1,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,-7.5,-5,-12.6,0,2019,"spaldra01"
"4989",69,"Ryan Broekhoff","SG",28,"DAL",42,453,10.7,0.621,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.5,-0.5,-1,0.1,2019,"broekry01"
"4990",343,"Salah Mejri","C",32,"DAL",36,399,16.1,0.559,0.286,9.7,25.3,17.6,13.2,1.2,5.5,14.3,15.8,0.5,0.6,1.1,0.136,-1.1,1.9,0.8,0.3,2019,"mejrisa01"
"4991",206,"Tim Hardaway Jr.","SG",26,"DAL",19,558,11.6,0.514,0.161,1.4,10.3,5.9,10.9,1,0.3,7.7,23.9,0,0.4,0.4,0.03,-1.2,-2,-3.2,-0.2,2019,"hardati02"
"4992",81,"Trey Burke","PG",26,"DAL",25,436,17.9,0.574,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1,0.3,1.3,0.14,2.3,-1.2,1.2,0.3,2019,"burketr01"
"4993",330,"Wesley Matthews","SF",32,"DAL",44,1312,11.3,0.556,0.235,1.6,6.6,4.2,11.6,1.2,0.8,10.1,18.9,1,0.8,1.8,0.066,-0.8,-0.5,-1.3,0.2,2019,"matthwe02"
"4994",189,"Brandon Goodwin","PG",23,"DEN",16,57,8.3,0.413,0.478,1.9,3.8,2.8,32.1,0,0,9.7,23.1,0,0,0,0.021,-4.7,-4.8,-9.5,-0.1,2019,"goodwbr01"
"4995",7,"DeVaughn Akoon-Purcell","SG",25,"DEN",7,22,8.2,0.322,0.2,4.9,14.8,9.8,37.1,4.5,0,15.5,25,-0.1,0,0,-0.051,-7.9,2.1,-5.8,0,2019,"akoonde01"
"4996",211,"Gary Harris","SG",24,"DEN",57,1639,12.2,0.526,0.226,2.7,7.9,5.3,11,1.6,1,8.9,20,1.1,1.5,2.6,0.076,-1.2,-0.4,-1.6,0.2,2019,"harriga01"
"4997",474,"Isaiah Thomas","SG",29,"DEN",12,181,7,0.437,0.273,3,4.8,3.9,18.6,1.4,0.5,14,30.4,-0.4,0.1,-0.3,-0.077,-4,-2.5,-6.5,-0.2,2019,"thomais02"
"4998",367,"Jamal Murray","PG",21,"DEN",75,2447,16,0.538,0.19,2.9,11.2,7,22.4,1.3,1,11.1,24.9,2.8,2.3,5.1,0.1,1.4,-0.8,0.6,1.6,2019,"murraja01"
"4999",490,"Jarred Vanderbilt","PF",19,"DEN",17,69,12.4,0.513,0.526,10.9,25.2,18,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,0.037,-5.2,1,-4.2,0,2019,"vandeja01"
"5000",221,"Juancho Hernangómez","PF",23,"DEN",70,1358,11,0.58,0.274,5.1,16.1,10.6,5.3,1,1.6,9.5,12.2,1.6,1.4,3,0.105,-0.9,-0.2,-1.1,0.3,2019,"hernaju01"
"5001",41,"Malik Beasley","SG",22,"DEN",81,1879,14.2,0.599,0.09,2,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,0.8,-0.7,0.1,1,2019,"beaslma01"
"5002",404,"Mason Plumlee","C",28,"DEN",82,1731,17.8,0.602,0.448,10.3,22.5,16.4,19.5,1.9,3.9,19.2,16.2,2.9,2.9,5.8,0.16,-0.5,2.6,2.1,1.8,2019,"plumlma01"
"5003",363,"Monte Morris","PG",23,"DEN",82,1970,16.2,0.577,0.115,1.9,8.8,5.3,21.7,1.8,0.2,6.6,17.1,4.4,1.8,6.2,0.151,1.1,0.3,1.5,1.7,2019,"morrimo01"
"5004",524,"Nick Young","SG",33,"DEN",4,37,2.3,0.5,0,0,2.9,1.5,6.8,0,2.4,18.2,12.7,0,0,0,-0.021,-4.3,-2.5,-6.9,0,2019,"youngni01"
"5005",270,"Nikola Jokić","C",23,"DEN",80,2504,26.3,0.589,0.292,9.8,27.6,18.7,37,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,6.2,2.9,9.1,7,2019,"jokicni01"
"5006",351,"Paul Millsap","PF",33,"DEN",70,1895,17.9,0.57,0.374,8.7,20.2,14.4,10.6,2.2,2.5,10.9,19.6,3.2,2.9,6.1,0.155,0.7,1,1.7,1.8,2019,"millspa01"
"5007",505,"Thomas Welsh","C",22,"DEN",11,36,16.1,0.648,0.154,0,12.1,6,20.5,0,0,6.7,17.7,0.1,0,0.1,0.162,2.2,-1.1,1.2,0,2019,"welshth01"
"5008",118,"Torrey Craig","SF",28,"DEN",75,1503,10.4,0.547,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3,0.096,-2,0.2,-1.9,0,2019,"craigto01"
"5009",318,"Trey Lyles","PF",23,"DEN",64,1120,12.7,0.5,0.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,0.05,-1.8,-0.7,-2.4,-0.1,2019,"lylestr01"
"5010",317,"Tyler Lydon","PF",22,"DEN",25,94,9.3,0.595,0.167,8,12.7,10.4,8.2,1,0,17.2,10.6,0.1,0.1,0.2,0.086,-2.8,-1.4,-4.2,-0.1,2019,"lydonty01"
"5011",34,"Will Barton","SF",28,"DEN",43,1189,11,0.501,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20,0.1,1.1,1.2,0.049,-1.1,-0.8,-1.8,0,2019,"bartowi01"
"5012",147,"Andre Drummond","C",25,"DET",79,2647,23.4,0.555,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10,0.181,1.3,0.8,2.1,2.7,2019,"drumman01"
"5013",203,"Blake Griffin","PF",29,"DET",75,2622,21,0.581,0.41,4,20.1,11.8,27.1,1,0.9,13.8,30.2,5.1,2.9,8,0.147,4.9,0.2,5.1,4.7,2019,"griffbl01"
"5014",73,"Bruce Brown","SG",22,"DET",74,1449,6.9,0.469,0.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1,-3.3,-0.5,2019,"brownbr01"
"5015",426,"Glenn Robinson III","SF",25,"DET",47,610,8.7,0.511,0.227,2.9,10,6.4,5.1,1.1,1.1,8.5,15,0.1,0.6,0.7,0.054,-2.8,-0.1,-3,-0.2,2019,"robingl02"
"5016",153,"Henry Ellenson","PF",22,"DET",2,25,14.8,0.551,0.2,0,40.9,19.7,6.2,0,0,0,18.8,0,0,0.1,0.149,2.1,0.2,2.2,0,2019,"ellenhe01"
"5017",455,"Ish Smith","PG",30,"DET",56,1251,11.8,0.485,0.127,1.9,11.1,6.3,25.4,1.1,0.7,10.6,19.9,0.5,1.1,1.7,0.064,-1.6,-0.3,-2,0,2019,"smithis01"
"5018",303,"Jon Leuer","PF",29,"DET",41,402,13.2,0.616,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.8,0.4,-2.5,0,2019,"leuerjo01"
"5019",86,"José Calderón","PG",37,"DET",49,632,7.1,0.453,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,0,0.5,0.6,0.043,-4.2,0.3,-3.9,-0.3,2019,"caldejo01"
"5020",315,"Kalin Lucas","PG",29,"DET",1,6,16.6,0.532,2,0,56.7,27.3,20.8,0,0,0,13.5,0,0,0,0.238,-5.6,6.4,0.8,0,2019,"lucaska01"
"5021",475,"Khyri Thomas","SG",22,"DET",26,195,6.2,0.413,0.159,2.2,9.3,5.6,6,1.8,2.2,5.1,17.2,-0.2,0.2,0,0.005,-4.9,-0.1,-5,-0.2,2019,"thomakh01"
"5022",179,"Langston Galloway","SG",27,"DET",80,1745,10.7,0.534,0.164,3,7.9,5.4,7.3,1,0.4,3.7,16.1,2.1,1.3,3.4,0.094,-0.9,-0.6,-1.5,0.2,2019,"gallola01"
"5023",280,"Luke Kennard","SG",22,"DET",63,1437,11.9,0.56,0.117,0.9,13.5,7,12.3,0.9,0.6,9.4,18.1,1.3,1.3,2.5,0.085,-0.4,-0.6,-1.1,0.3,2019,"kennalu01"
"5024",80,"Reggie Bullock","SG",27,"DET",44,1355,11,0.569,0.145,1.6,8.6,5,12,0.9,0.3,10.3,16.7,1.4,1,2.4,0.084,-0.1,-0.5,-0.6,0.5,2019,"bullore01"
"5025",258,"Reggie Jackson","PG",28,"DET",82,2289,15.2,0.547,0.225,2.1,8.5,5.2,24.7,1.2,0.3,11.4,24.5,3.1,1.9,5,0.105,1.3,-0.9,0.4,1.4,2019,"jacksre01"
"5026",267,"Stanley Johnson","SF",22,"DET",48,961,9.8,0.482,0.146,2.7,17.7,9.9,9.4,2.5,1.1,12.9,19.1,-0.7,1.4,0.7,0.034,-2.9,1.3,-1.6,0.1,2019,"johnsst04"
"5027",370,"Svi Mykhailiuk","SF",21,"DET",3,20,9.8,0.375,0,5.3,5.7,5.5,28.5,2.5,0,11.1,19.4,0,0,0,0.016,0.6,-1.1,-0.5,0,2019,"mykhasv01"
"5028",324,"Thon Maker","PF",21,"DET",29,563,10.2,0.514,0.351,4.5,16.5,10.3,6.7,1,5,13.4,13.7,0.1,0.8,0.9,0.075,-2.9,0.8,-2.1,0,2019,"makerth01"
"5029",154,"Wayne Ellington","SG",31,"DET",28,764,12.5,0.584,0.121,1.1,7.7,4.3,8.6,1.9,0.3,8.3,17.7,0.9,0.7,1.6,0.102,0,-0.1,-0.1,0.4,2019,"ellinwa01"
"5030",308,"Zach Lofton","SG",26,"DET",1,4,-10,0,0,0,0,0,0,12.3,0,50,21.6,-0.1,0,0,-0.447,-17.4,6,-11.5,0,2019,"loftoza01"
"5031",393,"Zaza Pachulia","C",34,"DET",68,878,13.7,0.539,0.642,11.9,21.5,16.5,14.7,1.7,1.6,18.7,15,1.1,1.3,2.3,0.128,-2.8,1.6,-1.2,0.2,2019,"pachuza01"
"5032",339,"Alfonzo McKinnie","SF",26,"GSW",72,1003,11.2,0.569,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,2019,"mckinal01"
"5033",245,"Andre Iguodala","SF",35,"GSW",68,1578,13.1,0.587,0.222,3.4,13.2,8.5,16.8,1.8,2.7,13.6,10.4,2.4,1.8,4.2,0.129,0.1,1.7,1.8,1.5,2019,"iguodan01"
"5034",58,"Andrew Bogut","C",34,"GSW",11,134,13.4,0.523,0.083,10,32.8,21.9,10.6,1.1,5,17.7,14.5,0.1,0.2,0.3,0.111,-3.7,0.8,-2.9,0,2019,"bogutan01"
"5035",271,"Damian Jones","C",23,"GSW",24,410,15.3,0.72,0.5,8.4,11,9.8,8.7,1.4,5.1,15.1,11.1,1,0.5,1.5,0.173,-0.6,1.7,1.1,0.3,2019,"jonesda03"
"5036",298,"Damion Lee","SG",26,"GSW",32,375,11.9,0.578,0.173,2.4,15.3,9.1,4.5,1.6,0,7.4,16.8,0.3,0.4,0.7,0.09,-1.2,-1.1,-2.2,0,2019,"leeda03"
"5037",115,"DeMarcus Cousins","C",28,"GSW",30,771,21.4,0.562,0.388,6.2,27,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.4,2.6,3,1,2019,"couside01"
"5038",199,"Draymond Green","PF",28,"GSW",66,2065,12.9,0.526,0.216,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.3,2.7,1.4,1.8,2019,"greendr01"
"5039",158,"Jacob Evans","SG",21,"GSW",30,204,3.5,0.374,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-6.9,-1.2,-8.2,-0.3,2019,"evansja02"
"5040",262,"Jonas Jerebko","PF",31,"GSW",73,1218,13.5,0.588,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,0.13,-0.3,-0.4,-0.7,0.4,2019,"jerebjo01"
"5041",44,"Jordan Bell","C",24,"GSW",68,788,12.9,0.531,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2,2019,"belljo01"
"5042",150,"Kevin Durant","SF",30,"GSW",78,2702,24.2,0.631,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,8.6,2.9,11.5,0.204,5.4,0.1,5.5,5.1,2019,"duranke01"
"5043",309,"Kevon Looney","C",22,"GSW",80,1481,17.3,0.636,0.303,14.6,15.4,15,10.9,1.5,3,11.5,12.8,4.2,1.8,6,0.194,0.1,0.4,0.5,0.9,2019,"looneke01"
"5044",477,"Klay Thompson","SG",28,"GSW",78,2652,16.6,0.571,0.113,1.6,10.1,6,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,2019,"thompkl01"
"5045",136,"Marcus Derrickson","PF",22,"GSW",11,67,19.4,0.653,0.152,13.3,7.6,10.4,2.2,0,1.3,7.9,24.4,0.2,0,0.2,0.155,2.6,-5.3,-2.7,0,2019,"derrima01"
"5046",114,"Quinn Cook","PG",25,"GSW",74,1059,13.1,0.565,0.059,2.3,13,7.9,15.2,0.9,0.2,10,20.2,1,0.8,1.8,0.082,-0.5,-1.6,-2.1,0,2019,"cookqu01"
"5047",307,"Shaun Livingston","PG",33,"GSW",64,967,11.7,0.555,0.243,4.9,7.9,6.5,14.8,1.5,2.3,14.1,12,1.2,0.9,2,0.101,-1.7,0.7,-1,0.2,2019,"livinsh01"
"5048",124,"Stephen Curry","PG",30,"GSW",69,2331,24.4,0.641,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.1,-0.5,6.6,5.1,2019,"curryst01"
"5049",423,"Austin Rivers","SG",26,"HOU",47,1345,8.2,0.511,0.13,1.2,6.4,3.7,11.7,1.1,0.8,7.4,13.9,0.8,0.6,1.4,0.05,-2.9,-0.9,-3.8,-0.6,2019,"riverau01"
"5050",284,"Brandon Knight","PG",27,"HOU",12,118,0.8,0.347,0.234,0.9,7.7,4.2,10.6,0.8,0,8.8,20.9,-0.3,0,-0.3,-0.113,-9.5,-2.9,-12.4,-0.3,2019,"knighbr03"
"5051",20,"Carmelo Anthony","PF",34,"HOU",10,294,10.9,0.513,0.182,3.3,17.3,10.2,2.6,0.7,2,5.8,20.5,0.1,0.2,0.3,0.048,-1.3,-1.4,-2.7,-0.1,2019,"anthoca01"
